case_id,from_resource,to_resource,activity,timestamp,message
S_llm_agent_proxy_0025,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-04-24T05:33:54+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0025,Senior Officer-000001,Clerk-000005,Cancel application,2023-04-24T05:53:54+00:00,Handover for Cancel application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0026,Clerk-000001,Clerk-000002,Check credit history,2023-04-24T21:14:03+00:00,Handover for Check credit history; selected Clerk-000002 from 7 feasible resources.
S_llm_agent_proxy_0026,Clerk-000002,Appraiser-000002,Appraise property,2023-04-25T14:36:41+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0026,Appraiser-000002,AML Investigator-000002,AML check,2023-04-25T15:14:24+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0026,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-25T15:43:21+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0026,Loan Officer-000001,Clerk-000007,Reject application,2023-04-25T16:03:21+00:00,Handover for Reject application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0027,Clerk-000005,Clerk-000001,Check credit history,2023-04-24T21:55:33+00:00,Handover for Check credit history; selected Clerk-000001 from 7 feasible resources.
S_llm_agent_proxy_0027,Clerk-000001,Appraiser-000001,Appraise property,2023-04-24T22:57:29+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0027,Appraiser-000001,AML Investigator-000001,AML check,2023-04-24T23:00:34+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0027,AML Investigator-000001,Loan Officer-000001,Assess loan risk,2023-04-24T23:09:48+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0027,Loan Officer-000001,Loan Officer-000004,Design loan offer,2023-04-24T23:29:48+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0027,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-04-24T23:33:22+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0027,Senior Officer-000002,Clerk-000004,Cancel application,2023-04-24T23:53:22+00:00,Handover for Cancel application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0028,Clerk-000004,AML Investigator-000002,AML check,2023-04-27T14:04:22+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0028,AML Investigator-000002,Clerk-000007,Check credit history,2023-04-27T14:04:50+00:00,Handover for Check credit history; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0028,Clerk-000007,Appraiser-000002,Appraise property,2023-04-27T14:06:32+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0028,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-04-27T15:15:17+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0028,Loan Officer-000002,Clerk-000008,Reject application,2023-04-27T15:35:17+00:00,Handover for Reject application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0029,Clerk-000004,Clerk-000005,Return application back to applicant,2023-04-24T23:57:12+00:00,Handover for Return application back to applicant; selected Clerk-000005 from 4 feasible resources.
S_llm_agent_proxy_0029,Clerk-000005,Applicant-000001,Applicant completes form,2023-04-25T00:02:12+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0029,Applicant-000001,Clerk-000006,Check application form completeness,2023-04-25T01:02:12+00:00,Handover for Check application form completeness; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0029,Clerk-000006,Appraiser-000001,Appraise property,2023-04-25T01:58:32+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0029,Appraiser-000001,AML Investigator-000002,AML check,2023-04-25T02:07:47+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0029,AML Investigator-000002,Clerk-000006,Check credit history,2023-04-25T02:11:29+00:00,Handover for Check credit history; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0029,Clerk-000006,Loan Officer-000004,Assess loan risk,2023-04-25T04:32:15+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0029,Loan Officer-000004,Loan Officer-000001,Design loan offer,2023-04-25T04:52:15+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0029,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-04-25T05:16:19+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0029,Senior Officer-000001,Clerk-000008,Approve application,2023-04-25T05:36:19+00:00,Handover for Approve application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0030,Clerk-000004,AML Investigator-000001,AML check,2023-04-24T23:16:26+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0030,AML Investigator-000001,Appraiser-000002,Appraise property,2023-04-24T23:37:29+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0030,Appraiser-000002,Clerk-000005,Check credit history,2023-04-25T15:56:02+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0030,Clerk-000005,Loan Officer-000001,Assess loan risk,2023-04-25T16:42:33+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0030,Loan Officer-000001,Clerk-000003,Reject application,2023-04-25T17:02:33+00:00,Handover for Reject application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0031,Clerk-000006,Appraiser-000001,Appraise property,2023-04-24T23:53:06+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0031,Appraiser-000001,AML Investigator-000001,AML check,2023-04-25T00:11:44+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0031,AML Investigator-000001,Clerk-000003,Check credit history,2023-04-25T00:36:33+00:00,Handover for Check credit history; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0031,Clerk-000003,Loan Officer-000003,Assess loan risk,2023-04-25T00:38:45+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0031,Loan Officer-000003,Loan Officer-000002,Design loan offer,2023-04-25T00:58:45+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0031,Loan Officer-000002,Senior Officer-000002,Approve loan offer,2023-04-25T01:04:04+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0031,Senior Officer-000002,Clerk-000002,Cancel application,2023-04-25T01:24:04+00:00,Handover for Cancel application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0032,Clerk-000006,Clerk-000004,Check credit history,2023-04-25T00:20:46+00:00,Handover for Check credit history; selected Clerk-000004 from 7 feasible resources.
S_llm_agent_proxy_0032,Clerk-000004,Appraiser-000001,Appraise property,2023-04-25T01:24:21+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0032,Appraiser-000001,AML Investigator-000002,AML check,2023-04-25T02:21:15+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0032,AML Investigator-000002,Loan Officer-000004,Assess loan risk,2023-04-25T03:08:15+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0032,Loan Officer-000004,Clerk-000003,Reject application,2023-04-25T03:28:15+00:00,Handover for Reject application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0033,Clerk-000005,Clerk-000008,Check credit history,2023-04-25T00:31:04+00:00,Handover for Check credit history; selected Clerk-000008 from 7 feasible resources.
S_llm_agent_proxy_0033,Clerk-000008,Appraiser-000001,Appraise property,2023-04-25T01:37:38+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0033,Appraiser-000001,AML Investigator-000002,AML check,2023-04-25T01:40:43+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0033,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-25T03:13:09+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0033,Loan Officer-000001,Loan Officer-000002,Design loan offer,2023-04-25T03:33:09+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0033,Loan Officer-000002,Senior Officer-000002,Approve loan offer,2023-04-25T03:42:08+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0033,Senior Officer-000002,Clerk-000007,Cancel application,2023-04-25T04:02:08+00:00,Handover for Cancel application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0034,Clerk-000001,Clerk-000003,Check credit history,2023-04-25T01:02:26+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0034,Clerk-000003,AML Investigator-000001,AML check,2023-04-25T02:17:16+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0034,AML Investigator-000001,Appraiser-000002,Appraise property,2023-04-25T02:23:13+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0034,Appraiser-000002,Loan Officer-000001,Assess loan risk,2023-04-25T02:34:51+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0034,Loan Officer-000001,Loan Officer-000003,Design loan offer,2023-04-25T02:54:51+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0034,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-04-25T02:59:48+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0034,Senior Officer-000002,Clerk-000005,Cancel application,2023-04-25T03:19:48+00:00,Handover for Cancel application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0035,Clerk-000007,AML Investigator-000002,AML check,2023-04-25T01:35:17+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0035,AML Investigator-000002,Clerk-000001,Check credit history,2023-04-25T01:38:58+00:00,Handover for Check credit history; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0035,Clerk-000001,Appraiser-000002,Appraise property,2023-04-25T02:03:08+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0035,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-04-25T03:49:01+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0035,Loan Officer-000002,Loan Officer-000004,Design loan offer,2023-04-25T04:09:01+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0035,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-04-25T04:11:39+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0035,Senior Officer-000002,Clerk-000004,Cancel application,2023-04-25T04:31:39+00:00,Handover for Cancel application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0036,Clerk-000003,AML Investigator-000002,AML check,2023-04-25T02:01:31+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0036,AML Investigator-000002,Clerk-000005,Check credit history,2023-04-25T02:06:21+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0036,Clerk-000005,Appraiser-000002,Appraise property,2023-04-25T02:54:27+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0036,Appraiser-000002,Loan Officer-000001,Assess loan risk,2023-04-25T03:54:39+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0036,Loan Officer-000001,Loan Officer-000003,Design loan offer,2023-04-25T04:14:39+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0036,Loan Officer-000003,Senior Officer-000001,Approve loan offer,2023-04-25T04:20:46+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0036,Senior Officer-000001,Clerk-000004,Cancel application,2023-04-25T04:40:46+00:00,Handover for Cancel application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0037,Clerk-000007,Clerk-000003,Check credit history,2023-04-25T02:35:43+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0037,Clerk-000003,AML Investigator-000002,AML check,2023-04-25T02:40:30+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0037,AML Investigator-000002,Appraiser-000001,Appraise property,2023-04-25T03:24:35+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0037,Appraiser-000001,Loan Officer-000001,Assess loan risk,2023-04-25T03:51:46+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0037,Loan Officer-000001,Clerk-000004,Reject application,2023-04-25T04:11:46+00:00,Handover for Reject application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0038,Clerk-000007,Clerk-000006,Return application back to applicant,2023-04-25T05:01:55+00:00,Handover for Return application back to applicant; selected Clerk-000006 from 7 feasible resources.
S_llm_agent_proxy_0038,Clerk-000006,Applicant-000001,Applicant completes form,2023-04-25T05:06:55+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
